id,日期,新增,日活跃,月活跃,官网访问数,安卓下载数,苹果下载数,PWA下载数,window下载数,macOS下载数,总点击数,官网点击率%,金币消耗额,金币消耗数,网页主线(成功/失败/成功率),网页备用(成功/失败/成功率),总充值统计,APP充值统计,网站充值统计,留存统计,缓存数据（废弃）,操作时间
"1316","2026-03-16","645544"," 活跃：1333213  苹果活跃：2  安卓活跃：908122  PWA活跃：416137  Windows活跃：0  Macos活跃：0  网站活跃：0  "," 活跃：0  苹果活跃：0  安卓活跃：0  PWA活跃：0  Windows活跃：0  Macos活跃：0  网站活跃：0  ","159695","37935","0","31803","769","357","70864","44.37","42731.00","602"," 0  |  0 | 0.00% "," 410637  |  47382 | 89.66% ","  总-总充金额：35000  总-金币金额：22500  总-VIP金额：12500  总-总充人数：370  总-总充单数：395  总-新充金额：12050  总-新充人数：127  总-新充单数：136  总-老充金额：22950  总-老充人数：243  总-老充单数：259  总-订单数：667  总-成功率：55.47%  ","  APP-总充金额：32800  APP-金币金额：20300  APP-VIP金额：12500  APP-总充人数：350  APP-总充单数：373  APP-新充金额：10250  APP-新充人数：110  APP-新充单数：118  APP-老充金额：22550  APP-老充人数：240  APP-老充单数：255  APP-订单数：604  APP-成功率：57.95%  ","  网站-总充金额：2200  网站-金币金额：2200  网站-VIP金额：0  网站-总充人数：20  网站-总充单数：22  网站-新充金额：1800  网站-新充人数：17  网站-新充单数：18  网站-老充金额：400  网站-老充人数：3  网站-老充单数：4  网站-订单数：63  网站-成功率：31.75%  "," 1日留存: 22194.00  3日留存: 7288.00  7日留存: 6825.00 "," 总充值：35000.00  金币充值：22500.00  VIP充值：12500.00  网站充值：2200.00  APP充值：32800.00  新增充值：12700.00  成功订单数：395  新增充值占比：36.29% 支付成功率：59.85% ","2026-03-17 01:42:11"
"1315","2026-03-15","725320"," 活跃：1463993  苹果活跃：0  安卓活跃：989852  PWA活跃：463210  Windows活跃：0  Macos活跃：0  网站活跃：0  "," 活跃：0  苹果活跃：0  安卓活跃：0  PWA活跃：0  Windows活跃：0  Macos活跃：0  网站活跃：0  ","180231","49449","0","38271","939","340","88999","49.38","18956.00","449"," 6  |  0 | 100.00% "," 436786  |  31286 | 93.32% ","  总-总充金额：30950  总-金币金额：18600  总-VIP金额：12350  总-总充人数：325  总-总充单数：351  总-新充金额：10750  总-新充人数：102  总-新充单数：115  总-老充金额：20200  总-老充人数：223  总-老充单数：236  总-订单数：599  总-成功率：54.26%  ","  APP-总充金额：28850  APP-金币金额：16500  APP-VIP金额：12350  APP-总充人数：310  APP-总充单数：330  APP-新充金额：9350  APP-新充人数：91  APP-新充单数：101  APP-老充金额：19500  APP-老充人数：219  APP-老充单数：229  APP-订单数：537  APP-成功率：57.73%  ","  网站-总充金额：2100  网站-金币金额：2100  网站-VIP金额：0  网站-总充人数：15  网站-总充单数：21  网站-新充金额：1400  网站-新充人数：11  网站-新充单数：14  网站-老充金额：700  网站-老充人数：4  网站-老充单数：7  网站-订单数：62  网站-成功率：24.19%  "," 1日留存: 21503.00  3日留存: 7299.00  7日留存: 9223.00 "," 总充值：30950.00  金币充值：18600.00  VIP充值：12350.00  网站充值：2100.00  APP充值：28850.00  新增充值：11850.00  成功订单数：351  新增充值占比：38.29% 支付成功率：58.89% ","2026-03-16 01:42:11"
"1314","2026-03-14","656726"," 活跃：1348949  苹果活跃：0  安卓活跃：921409  PWA活跃：416487  Windows活跃：0  Macos活跃：0  网站活跃：0  "," 活跃：0  苹果活跃：0  安卓活跃：0  PWA活跃：0  Windows活跃：0  Macos活跃：0  网站活跃：0  ","0","0","0","0","0","0","0","0.00","18160.00","468"," 0  |  0 | 0.00% "," 382559  |  48208 | 88.81% ","  总-总充金额：26450  总-金币金额：16200  总-VIP金额：10250  总-总充人数：305  总-总充单数：325  总-新充金额：7350  总-新充人数：80  总-新充单数：87  总-老充金额：19100  总-老充人数：225  总-老充单数：238  总-订单数：564  总-成功率：54.08%  ","  APP-总充金额：24250  APP-金币金额：14000  APP-VIP金额：10250  APP-总充人数：290  APP-总充单数：305  APP-新充金额：6150  APP-新充人数：73  APP-新充单数：76  APP-老充金额：18100  APP-老充人数：217  APP-老充单数：229  APP-订单数：493  APP-成功率：58.82%  ","  网站-总充金额：2200  网站-金币金额：2200  网站-VIP金额：0  网站-总充人数：15  网站-总充单数：20  网站-新充金额：1200  网站-新充人数：7  网站-新充单数：11  网站-老充金额：1000  网站-老充人数：8  网站-老充单数：9  网站-订单数：71  网站-成功率：21.13%  "," 1日留存: 20911.00  3日留存: 6843.00  7日留存: 9731.00 "," 总充值：0.00  金币充值：16200.00  VIP充值：10250.00  网站充值：2200.00  APP充值：24250.00  新增充值：0.00  成功订单数：325  新增充值占比：0.00% 支付成功率：0.00% ","2026-03-15 01:42:14"
"1313","2026-03-13","627891"," 活跃：1298539  苹果活跃：0  安卓活跃：892654  PWA活跃：394102  Windows活跃：0  Macos活跃：0  网站活跃：0  "," 活跃：0  苹果活跃：0  安卓活跃：0  PWA活跃：0  Windows活跃：0  Macos活跃：0  网站活跃：0  ","0","0","0","0","0","0","0","0.00","33906.00","410"," 0  |  0 | 0.00% "," 440178  |  43533 | 91.00% ","  总-总充金额：44700  总-金币金额：33300  总-VIP金额：11400  总-总充人数：303  总-总充单数：318  总-新充金额：5950  总-新充人数：78  总-新充单数：82  总-老充金额：38750  总-老充人数：225  总-老充单数：236  总-订单数：540  总-成功率：56.11%  ","  APP-总充金额：42600  APP-金币金额：31200  APP-VIP金额：11400  APP-总充人数：285  APP-总充单数：299  APP-新充金额：4950  APP-新充人数：70  APP-新充单数：73  APP-老充金额：37650  APP-老充人数：215  APP-老充单数：226  APP-订单数：476  APP-成功率：59.87%  ","  网站-总充金额：2100  网站-金币金额：2100  网站-VIP金额：0  网站-总充人数：18  网站-总充单数：19  网站-新充金额：1000  网站-新充人数：8  网站-新充单数：9  网站-老充金额：1100  网站-老充人数：10  网站-老充单数：10  网站-订单数：64  网站-成功率：28.12%  "," 1日留存: 19475.00  3日留存: 6901.00  7日留存: 4993.00 "," 总充值：0.00  金币充值：33300.00  VIP充值：11400.00  网站充值：2100.00  APP充值：42600.00  新增充值：0.00  成功订单数：318  新增充值占比：0.00% 支付成功率：60.11% ","2026-03-14 01:42:13"
"1312","2026-03-12","603542"," 活跃：1257708  苹果活跃：0  安卓活跃：874420  PWA活跃：372314  Windows活跃：0  Macos活跃：0  网站活跃：0  "," 活跃：0  苹果活跃：0  安卓活跃：0  PWA活跃：0  Windows活跃：0  Macos活跃：0  网站活跃：0  ","123903","35065","0","32225","727","258","68275","55.10","17209.00","434"," 0  |  0 | 0.00% "," 438129  |  44862 | 90.71% ","  总-总充金额：27750  总-金币金额：17500  总-VIP金额：10250  总-总充人数：312  总-总充单数：330  总-新充金额：9050  总-新充人数：90  总-新充单数：97  总-老充金额：18700  总-老充人数：222  总-老充单数：233  总-订单数：635  总-成功率：49.13%  ","  APP-总充金额：25850  APP-金币金额：15600  APP-VIP金额：10250  APP-总充人数：294  APP-总充单数：311  APP-新充金额：8050  APP-新充人数：80  APP-新充单数：87  APP-老充金额：17800  APP-老充人数：214  APP-老充单数：224  APP-订单数：568  APP-成功率：51.76%  ","  网站-总充金额：1900  网站-金币金额：1900  网站-VIP金额：0  网站-总充人数：18  网站-总充单数：19  网站-新充金额：1000  网站-新充人数：10  网站-新充单数：10  网站-老充金额：900  网站-老充人数：8  网站-老充单数：9  网站-订单数：67  网站-成功率：26.87%  "," 1日留存: 19151.00  3日留存: 8066.00  7日留存: 4828.00 "," 总充值：27750.00  金币充值：17500.00  VIP充值：10250.00  网站充值：1900.00  APP充值：25850.00  新增充值：9700.00  成功订单数：330  新增充值占比：34.95% 支付成功率：52.30% ","2026-03-13 01:42:12"
"1311","2026-03-11","603963"," 活跃：1255792  苹果活跃：0  安卓活跃：868033  PWA活跃：376649  Windows活跃：0  Macos活跃：0  网站活跃：0  "," 活跃：0  苹果活跃：0  安卓活跃：0  PWA活跃：0  Windows活跃：0  Macos活跃：0  网站活跃：0  ","0","0","0","28906","650","277","29833","0.00","18070.00","475"," 0  |  0 | 0.00% "," 448540  |  65669 | 87.23% ","  总-总充金额：28750  总-金币金额：18200  总-VIP金额：10550  总-总充人数：314  总-总充单数：327  总-新充金额：7550  总-新充人数：85  总-新充单数：86  总-老充金额：21200  总-老充人数：229  总-老充单数：241  总-订单数：648  总-成功率：48.46%  ","  APP-总充金额：26750  APP-金币金额：16200  APP-VIP金额：10550  APP-总充人数：298  APP-总充单数：310  APP-新充金额：6450  APP-新充人数：76  APP-新充单数：77  APP-老充金额：20300  APP-老充人数：222  APP-老充单数：233  APP-订单数：570  APP-成功率：52.28%  ","  网站-总充金额：2000  网站-金币金额：2000  网站-VIP金额：0  网站-总充人数：16  网站-总充单数：17  网站-新充金额：1100  网站-新充人数：9  网站-新充单数：9  网站-老充金额：900  网站-老充人数：7  网站-老充单数：8  网站-订单数：78  网站-成功率：20.51%  "," 1日留存: 19171.00  3日留存: 9469.00  7日留存: 4825.00 "," 总充值：28750.00  金币充值：18200.00  VIP充值：10550.00  网站充值：2000.00  APP充值：26750.00  新增充值：8100.00  成功订单数：327  新增充值占比：28.17% 支付成功率：50.46% ","2026-03-12 01:42:11"
"1310","2026-03-10","604324"," 活跃：1249408  苹果活跃：0  安卓活跃：851833  PWA活跃：387137  Windows活跃：0  Macos活跃：0  网站活跃：0  "," 活跃：0  苹果活跃：0  安卓活跃：0  PWA活跃：0  Windows活跃：0  Macos活跃：0  网站活跃：0  ","109254","33362","0","27666","589","263","61880","56.64","55728.00","341"," 0  |  0 | 0.00% "," 346288  |  33266 | 91.24% ","  总-总充金额：45950  总-金币金额：32900  总-VIP金额：13050  总-总充人数：330  总-总充单数：353  总-新充金额：27150  总-新充人数：87  总-新充单数：100  总-老充金额：18800  总-老充人数：243  总-老充单数：253  总-订单数：624  总-成功率：52.88%  ","  APP-总充金额：45050  APP-金币金额：32000  APP-VIP金额：13050  APP-总充人数：322  APP-总充单数：344  APP-新充金额：26950  APP-新充人数：85  APP-新充单数：98  APP-老充金额：18100  APP-老充人数：237  APP-老充单数：246  APP-订单数：589  APP-成功率：54.67%  ","  网站-总充金额：900  网站-金币金额：900  网站-VIP金额：0  网站-总充人数：8  网站-总充单数：9  网站-新充金额：200  网站-新充人数：2  网站-新充单数：2  网站-老充金额：700  网站-老充人数：6  网站-老充单数：7  网站-订单数：35  网站-成功率：22.86%  "," 1日留存: 20417.00  3日留存: 9824.00  7日留存: 4788.00 "," 总充值：45950.00  金币充值：32900.00  VIP充值：13050.00  网站充值：900.00  APP充值：45050.00  新增充值：27700.00  成功订单数：353  新增充值占比：60.28% 支付成功率：57.77% ","2026-03-11 01:42:11"
"1309","2026-03-09","603012"," 活跃：1241532  苹果活跃：0  安卓活跃：842709  PWA活跃：387203  Windows活跃：0  Macos活跃：0  网站活跃：0  "," 活跃：0  苹果活跃：0  安卓活跃：0  PWA活跃：0  Windows活跃：0  Macos活跃：0  网站活跃：0  ","137085","38198","0","37610","817","354","76979","56.15","70065.00","490"," 0  |  0 | 0.00% "," 691073  |  37315 | 94.88% ","  总-总充金额：62750  总-金币金额：51100  总-VIP金额：11650  总-总充人数：323  总-总充单数：370  总-新充金额：9400  总-新充人数：108  总-新充单数：117  总-老充金额：53350  总-老充人数：215  总-老充单数：253  总-订单数：626  总-成功率：51.60%  ","  APP-总充金额：60550  APP-金币金额：48900  APP-VIP金额：11650  APP-总充人数：308  APP-总充单数：349  APP-新充金额：8400  APP-新充人数：101  APP-新充单数：107  APP-老充金额：52150  APP-老充人数：207  APP-老充单数：242  APP-订单数：551  APP-成功率：55.90%  ","  网站-总充金额：2200  网站-金币金额：2200  网站-VIP金额：0  网站-总充人数：15  网站-总充单数：21  网站-新充金额：1000  网站-新充人数：7  网站-新充单数：10  网站-老充金额：1200  网站-老充人数：8  网站-老充单数：11  网站-订单数：75  网站-成功率：20.00%  "," 1日留存: 20874.00  3日留存: 6170.00  7日留存: 4912.00 "," 总充值：62750.00  金币充值：51100.00  VIP充值：11650.00  网站充值：2200.00  APP充值：60550.00  新增充值：30000.00  成功订单数：370  新增充值占比：47.81% 支付成功率：61.98% ","2026-03-10 01:42:11"
"1308","2026-03-08","620240"," 活跃：1293029  苹果活跃：0  安卓活跃：906060  PWA活跃：372960  Windows活跃：0  Macos活跃：0  网站活跃：0  "," 活跃：0  苹果活跃：0  安卓活跃：0  PWA活跃：0  Windows活跃：0  Macos活跃：0  网站活跃：0  ","140280","41741","0","39285","797","389","82212","58.61","17972.00","449"," 0  |  0 | 0.00% "," 403689  |  42684 | 90.44% ","  总-总充金额：51300  总-金币金额：38000  总-VIP金额：13300  总-总充人数：372  总-总充单数：401  总-新充金额：8850  总-新充人数：100  总-新充单数：106  总-老充金额：42450  总-老充人数：272  总-老充单数：295  总-订单数：656  总-成功率：56.71%  ","  APP-总充金额：49600  APP-金币金额：36300  APP-VIP金额：13300  APP-总充人数：356  APP-总充单数：385  APP-新充金额：7850  APP-新充人数：90  APP-新充单数：96  APP-老充金额：41750  APP-老充人数：266  APP-老充单数：289  APP-订单数：571  APP-成功率：62.35%  ","  网站-总充金额：1700  网站-金币金额：1700  网站-VIP金额：0  网站-总充人数：16  网站-总充单数：16  网站-新充金额：1000  网站-新充人数：10  网站-新充单数：10  网站-老充金额：700  网站-老充人数：6  网站-老充单数：6  网站-订单数：85  网站-成功率：18.82%  "," 1日留存: 22463.00  3日留存: 6584.00  7日留存: 6647.00 "," 总充值：51300.00  金币充值：38000.00  VIP充值：13300.00  网站充值：1700.00  APP充值：49600.00  新增充值：9650.00  成功订单数：401  新增充值占比：18.81% 支付成功率：62.07% ","2026-03-09 01:42:11"
"1307","2026-03-07","616041"," 活跃：1285398  苹果活跃：0  安卓活跃：888895  PWA活跃：381425  Windows活跃：0  Macos活跃：0  网站活跃：0  "," 活跃：0  苹果活跃：0  安卓活跃：0  PWA活跃：0  Windows活跃：0  Macos活跃：0  网站活跃：0  ","133597","42685","0","32947","787","370","76789","57.48","21627.00","503"," 0  |  0 | 0.00% "," 479536  |  42455 | 91.87% ","  总-总充金额：33900  总-金币金额：21100  总-VIP金额：12800  总-总充人数：385  总-总充单数：405  总-新充金额：9550  总-新充人数：111  总-新充单数：114  总-老充金额：24350  总-老充人数：274  总-老充单数：291  总-订单数：705  总-成功率：54.61%  ","  APP-总充金额：32100  APP-金币金额：19300  APP-VIP金额：12800  APP-总充人数：371  APP-总充单数：388  APP-新充金额：8850  APP-新充人数：105  APP-新充单数：107  APP-老充金额：23250  APP-老充人数：266  APP-老充单数：281  APP-订单数：639  APP-成功率：58.06%  ","  网站-总充金额：1800  网站-金币金额：1800  网站-VIP金额：0  网站-总充人数：14  网站-总充单数：17  网站-新充金额：700  网站-新充人数：6  网站-新充单数：7  网站-老充金额：1100  网站-老充人数：8  网站-老充单数：10  网站-订单数：66  网站-成功率：21.21%  "," 1日留存: 19497.00  3日留存: 6787.00  7日留存: 5718.00 "," 总充值：33900.00  金币充值：21100.00  VIP充值：12800.00  网站充值：1800.00  APP充值：32100.00  新增充值：9750.00  成功订单数：405  新增充值占比：28.76% 支付成功率：57.61% ","2026-03-08 01:42:11"
"1306","2026-03-06","622156"," 活跃：1299067  苹果活跃：0  安卓活跃：882080  PWA活跃：406374  Windows活跃：0  Macos活跃：0  网站活跃：0  "," 活跃：0  苹果活跃：0  安卓活跃：0  PWA活跃：0  Windows活跃：0  Macos活跃：0  网站活跃：0  ","121999","39076","0","29841","731","288","69936","57.33","16778.00","487"," 0  |  0 | 0.00% "," 312829  |  20069 | 93.97% ","  总-总充金额：28650  总-金币金额：15200  总-VIP金额：13450  总-总充人数：354  总-总充单数：371  总-新充金额：8950  总-新充人数：112  总-新充单数：116  总-老充金额：19700  总-老充人数：242  总-老充单数：255  总-订单数：616  总-成功率：57.47%  ","  APP-总充金额：27350  APP-金币金额：13900  APP-VIP金额：13450  APP-总充人数：344  APP-总充单数：358  APP-新充金额：8750  APP-新充人数：110  APP-新充单数：114  APP-老充金额：18600  APP-老充人数：234  APP-老充单数：244  APP-订单数：562  APP-成功率：61.21%  ","  网站-总充金额：1300  网站-金币金额：1300  网站-VIP金额：0  网站-总充人数：10  网站-总充单数：13  网站-新充金额：200  网站-新充人数：2  网站-新充单数：2  网站-老充金额：1100  网站-老充人数：8  网站-老充单数：11  网站-订单数：54  网站-成功率：18.52%  "," 1日留存: 20677.00  3日留存: 6987.00  7日留存: 6444.00 "," 总充值：28650.00  金币充值：15200.00  VIP充值：13450.00  网站充值：1300.00  APP充值：27350.00  新增充值：9500.00  成功订单数：371  新增充值占比：33.16% 支付成功率：60.23% ","2026-03-07 01:42:12"
"1305","2026-03-05","620427"," 活跃：1298147  苹果活跃：0  安卓活跃：882475  PWA活跃：406066  Windows活跃：0  Macos活跃：0  网站活跃：0  "," 活跃：0  苹果活跃：0  安卓活跃：0  PWA活跃：0  Windows活跃：0  Macos活跃：0  网站活跃：0  ","112301","36716","0","31514","913","252","69395","61.79","18451.00","501"," 0  |  0 | 0.00% "," 381155  |  28576 | 93.03% ","  总-总充金额：28700  总-金币金额：16500  总-VIP金额：12200  总-总充人数：335  总-总充单数：350  总-新充金额：9150  总-新充人数：113  总-新充单数：119  总-老充金额：19550  总-老充人数：222  总-老充单数：231  总-订单数：613  总-成功率：54.65%  ","  APP-总充金额：26900  APP-金币金额：14700  APP-VIP金额：12200  APP-总充人数：318  APP-总充单数：332  APP-新充金额：8150  APP-新充人数：103  APP-新充单数：109  APP-老充金额：18750  APP-老充人数：215  APP-老充单数：223  APP-订单数：549  APP-成功率：57.92%  ","  网站-总充金额：1800  网站-金币金额：1800  网站-VIP金额：0  网站-总充人数：17  网站-总充单数：18  网站-新充金额：1000  网站-新充人数：10  网站-新充单数：10  网站-老充金额：800  网站-老充人数：7  网站-老充单数：8  网站-订单数：64  网站-成功率：26.56%  "," 1日留存: 20693.00  3日留存: 7408.00  7日留存: 7567.00 "," 总充值：28700.00  金币充值：16500.00  VIP充值：12200.00  网站充值：1800.00  APP充值：26900.00  新增充值：9900.00  成功订单数：350  新增充值占比：34.49% 支付成功率：57.10% ","2026-03-06 21:49:36"
"1304","2026-03-04","640537"," 活跃：1329188  苹果活跃：0  安卓活跃：905033  PWA活跃：414264  Windows活跃：0  Macos活跃：0  网站活跃：0  "," 活跃：0  苹果活跃：0  安卓活跃：0  PWA活跃：0  Windows活跃：0  Macos活跃：0  网站活跃：0  ","0","38657","0","30772","785","344","70558","0.00","17628.00","511"," 0  |  0 | 0.00% "," 386252  |  30556 | 92.67% ","  总-总充金额：34100  总-金币金额：18100  总-VIP金额：16000  总-总充人数：413  总-总充单数：429  总-新充金额：10050  总-新充人数：126  总-新充单数：131  总-老充金额：24050  总-老充人数：287  总-老充单数：298  总-订单数：753  总-成功率：54.85%  ","  APP-总充金额：32000  APP-金币金额：16000  APP-VIP金额：16000  APP-总充人数：396  APP-总充单数：411  APP-新充金额：8750  APP-新充人数：115  APP-新充单数：119  APP-老充金额：23250  APP-老充人数：281  APP-老充单数：292  APP-订单数：686  APP-成功率：57.73%  ","  网站-总充金额：2100  网站-金币金额：2100  网站-VIP金额：0  网站-总充人数：17  网站-总充单数：18  网站-新充金额：1300  网站-新充人数：11  网站-新充单数：12  网站-老充金额：800  网站-老充人数：6  网站-老充单数：6  网站-订单数：67  网站-成功率：25.37%  "," 1日留存: 20294.00  3日留存: 8598.00  7日留存: 8624.00 "," 总充值：34100.00  金币充值：18100.00  VIP充值：16000.00  网站充值：2100.00  APP充值：32000.00  新增充值：10800.00  成功订单数：429  新增充值占比：31.67% 支付成功率：57.12% ","2026-03-05 01:42:12"
"1303","2026-03-03","644257"," 活跃：1323162  苹果活跃：0  安卓活跃：892619  PWA活跃：415906  Windows活跃：0  Macos活跃：0  网站活跃：0  "," 活跃：0  苹果活跃：0  安卓活跃：0  PWA活跃：0  Windows活跃：0  Macos活跃：0  网站活跃：0  ","0","0","0","0","0","0","0","0.00","18337.00","523"," 0  |  0 | 0.00% "," 378046  |  36047 | 91.29% ","  总-总充金额：28900  总-金币金额：17900  总-VIP金额：11000  总-总充人数：343  总-总充单数：359  总-新充金额：8050  总-新充人数：94  总-新充单数：100  总-老充金额：20850  总-老充人数：249  总-老充单数：259  总-订单数：655  总-成功率：52.37%  ","  APP-总充金额：27400  APP-金币金额：16400  APP-VIP金额：11000  APP-总充人数：330  APP-总充单数：344  APP-新充金额：7250  APP-新充人数：86  APP-新充单数：92  APP-老充金额：20150  APP-老充人数：244  APP-老充单数：252  APP-订单数：574  APP-成功率：57.49%  ","  网站-总充金额：1500  网站-金币金额：1500  网站-VIP金额：0  网站-总充人数：13  网站-总充单数：15  网站-新充金额：800  网站-新充人数：8  网站-新充单数：8  网站-老充金额：700  网站-老充人数：5  网站-老充单数：7  网站-订单数：81  网站-成功率：16.05%  "," 1日留存: 20872.00  3日留存: 7628.00  7日留存: 8879.00 "," 总充值：0.00  金币充值：17900.00  VIP充值：11000.00  网站充值：1500.00  APP充值：27400.00  新增充值：0.00  成功订单数：359  新增充值占比：0.00% 支付成功率：0.00% ","2026-03-04 01:42:11"
"1302","2026-03-02","645774"," 活跃：1323152  苹果活跃：0  安卓活跃：884508  PWA活跃：417114  Windows活跃：0  Macos活跃：0  网站活跃：0  "," 活跃：0  苹果活跃：0  安卓活跃：0  PWA活跃：0  Windows活跃：0  Macos活跃：0  网站活跃：0  ","0","0","0","0","0","0","0","0.00","22029.00","616"," 0  |  0 | 0.00% "," 380305  |  29246 | 92.86% ","  总-总充金额：34500  总-金币金额：20300  总-VIP金额：14200  总-总充人数：408  总-总充单数：433  总-新充金额：10100  总-新充人数：127  总-新充单数：133  总-老充金额：24400  总-老充人数：281  总-老充单数：300  总-订单数：778  总-成功率：52.44%  ","  APP-总充金额：32100  APP-金币金额：17900  APP-VIP金额：14200  APP-总充人数：390  APP-总充单数：410  APP-新充金额：8600  APP-新充人数：114  APP-新充单数：118  APP-老充金额：23500  APP-老充人数：276  APP-老充单数：292  APP-订单数：694  APP-成功率：56.20%  ","  网站-总充金额：2400  网站-金币金额：2400  网站-VIP金额：0  网站-总充人数：18  网站-总充单数：23  网站-新充金额：1500  网站-新充人数：13  网站-新充单数：15  网站-老充金额：900  网站-老充人数：5  网站-老充单数：8  网站-订单数：84  网站-成功率：21.43%  "," 1日留存: 21539.00  3日留存: 8519.00  7日留存: 9821.00 "," 总充值：0.00  金币充值：20300.00  VIP充值：14200.00  网站充值：2400.00  APP充值：32100.00  新增充值：0.00  成功订单数：433  新增充值占比：0.00% 支付成功率：0.00% ","2026-03-03 01:42:11"
"1301","2026-03-01","703184"," 活跃：1413933  苹果活跃：0  安卓活跃：950506  PWA活跃：441850  Windows活跃：0  Macos活跃：0  网站活跃：0  "," 活跃：0  苹果活跃：0  安卓活跃：0  PWA活跃：0  Windows活跃：0  Macos活跃：0  网站活跃：0  ","155942","50123","0","44186","1179","576","96064","61.60","21991.00","624"," 0  |  0 | 0.00% "," 449842  |  37112 | 92.38% ","  总-总充金额：58150  总-金币金额：41200  总-VIP金额：16950  总-总充人数：435  总-总充单数：478  总-新充金额：10900  总-新充人数：116  总-新充单数：131  总-老充金额：47250  总-老充人数：319  总-老充单数：347  总-订单数：848  总-成功率：51.30%  ","  APP-总充金额：54950  APP-金币金额：38000  APP-VIP金额：16950  APP-总充人数：407  APP-总充单数：446  APP-新充金额：9100  APP-新充人数：101  APP-新充单数：113  APP-老充金额：45850  APP-老充人数：306  APP-老充单数：333  APP-订单数：731  APP-成功率：55.68%  ","  网站-总充金额：3200  网站-金币金额：3200  网站-VIP金额：0  网站-总充人数：28  网站-总充单数：32  网站-新充金额：1800  网站-新充人数：15  网站-新充单数：18  网站-老充金额：1400  网站-老充人数：13  网站-老充单数：14  网站-订单数：117  网站-成功率：23.93%  "," 1日留存: 20994.00  3日留存: 10840.00  7日留存: 9644.00 "," 总充值：58150.00  金币充值：41200.00  VIP充值：16950.00  网站充值：3200.00  APP充值：54950.00  新增充值：32100.00  成功订单数：478  新增充值占比：55.20% 支付成功率：57.31% ","2026-03-02 01:42:12"
